block	time	key
-1	0.776969705019	right
-1	11.5693661073	left
-1	20.6882151841	right
0	0.572747375608	right
0	11.6996179849	left
0	20.6420135722	right
0	33.7248489115	left
0	44.6257356719	right
0	57.694270196	left
0	68.6269982897	right
0	77.9872705902	left
0	86.6044809503	right
0	97.7552797228	left
0	110.606050243	right
